player,message,label,type
"hello, i dont have a valorant account na since binenta ko sya dahil wala na me nakakalaro pero pinagsisihan din",,,text
VEli#1830,The 'Nice aim' but sound like sarcastic,negative,text
VEli#1830,there were also time that they didn't include you in the group because you didn't have good shot that day and continue to bully you,negative,text
VEli#1830,also when you continuously get shot first or get dead and they'll call you 'pabigat' in the team.,negative,text
draius #ラファエル,tanga,negative,text
draius #ラファエル,bobo,negative,text
draius #ラファエル,inutil,negative,text
Omalabs #9245,Gago,negative,text
Omalabs #9245,bobo,negative,text
Omalabs #9245,tangina,negative,text
arvin #JCAR,Noob,negative,text
arvin #JCAR,bobo,negative,text
arvin #JCAR,tanga,negative,text
arvin #JCAR,wag ka na mag laro ng valorant,negative,text
McDanolds#Coke,Ur shit,negative,text
McDanolds#Coke,Delete the game,negative,text
McDanolds#Coke,Ez,positive,text
McDanolds#Coke,Bobo mo,negative,text
McDanolds#Coke,Delete mo na game,negative,text
McDanolds#Coke,*character* diff,negative,text
McDanolds#Coke,Bobo mo amputa,negative,text
McDanolds#Coke,Tulog ka na bata,negative,text
Maema#4541,The bad words,negative,text
Maema#4541,and some personality words,neutral,text
Bunchun#7up,bobo,negative,text
Bunchun#7up,tanga,negative,text
Bunchun#7up,ez,positive,text
Bunchun#7up,diff,negative,text
Bunchun#7up,matulog ka na,neutral,text
Bunchun#7up,stupid,negative,text
nesaemx666#w1z,bobo,negative,text
nesaemx666#w1z,tanga,negative,text
nesaemx666#w1z,mahina,negative,text
nesaemx666#w1z,noob,negative,text
Siomai#5722,B*b0,negative,text
Siomai#5722,t@ng@,negative,text
Siomai#5722,n00b,negative,text
uzi#ayoo,tangina mo,negative,text
uzi#ayoo,bobo mo,negative,text
elysiarson#bro,brain dead,negative,text
elysiarson#bro,???,negative,text
elysiarson#bro,what the fuck,negative,text
elysiarson#bro,dumb,negative,text
elysiarson#bro,potangina mo,negative,text
elysiarson#bro,putangina mo,negative,text
elysiarson#bro,gago,negative,text
elysiarson#bro,[agent name] diff,negative,text
elysiarson#bro,bad team,negative,text
elysiarson#bro,do better,negative,text
elysiarson#bro,ggez,positive,text
elysiarson#bro,wtf,negative,text
elysiarson#bro,monkey,negative,text
elysiarson#bro,fucking Filipinos/Philippinos,negative,text
elysiarson#bro,slave,negative,text
elysiarson#bro,maid,negative,text
elysiarson#bro,whore,negative,text
elysiarson#bro,slut,negative,text
elysiarson#bro,hoe,negative,text
elysiarson#bro,bitch/my bitch etc.,negative,text
neyowwmi#chzy,Bobo,negative,text
Beelzebub#fly,well most of the words are more or less racial words like the n word,negative,text
Beelzebub#fly,curse words like,negative,text
Beelzebub#fly,putang ina mo,negative,text
Beelzebub#fly,tanga,negative,text
Beelzebub#fly,gago,negative,text
Beelzebub#fly,bobo mo,negative,text
Beelzebub#fly,and the like. There are also times where they include stuff like 'sana pinahid ka nalang sa kumot',negative,text
Beelzebub#fly,'mamatay kana tanga ka',negative,text
rosie binx #mochi,Noob,negative,text
rosie binx #mochi,no use,negative,text
rosie binx #mochi,useless,negative,text
rosie binx #mochi,worthless,negative,text
rosie binx #mochi,no entry,negative,text
rosie binx #mochi,duelist noob,negative,text
rosie binx #mochi,so bad.,negative,text
Zeke#maro,Bobo,negative,text
Zeke#maro,mag quit kana tanga,negative,text
Zeai#AJMNB,bobo,negative,text
Zeai#AJMNB,noob,negative,text
Zeai#AJMNB,tanga,negative,text
Zeai#AJMNB,dumb,negative,text
Zeai#AJMNB,ai,negative,text
Zeai#AJMNB,robot,negative,text
StrwbrryJa#5720,tanga naman ayaw gamitin ult,negative,text
ram #0412,bobo mo,negative,text
ram #0412,mamatay ka na,negative,text
ram #0412,weak,negative,text
ram #0412,siraulo ka ba,negative,text
604,Noob,negative,text
604,quit the game,negative,text
SEN Turon #Turon,Noob,negative,text
SEN Turon #Turon,Tanga,negative,text
SEN Turon #Turon,Bobo,negative,text
GKB Mochie#VIN,Bobo,negative,text
GKB Mochie#VIN,no aim,negative,text
GKB Mochie#VIN,gg,neutral,text
GKB Mochie#VIN,tanga,negative,text
Mista#four,bobo,negative,text
Mista#four,tanga,negative,text
Mista#four,weak,negative,text
Mista#four,noob,negative,text
CrisEvans #0912,Sheeesh,positive,text
CrisEvans #0912,GgEz,negative,text
CrisEvans #0912,GGS,positive,text
暗Cloudcry ツ #4909,vovo,negative,text
暗Cloudcry ツ #4909,Setup mo,negative,text
暗Cloudcry ツ #4909,anong tutok yan,negative,text
暗Cloudcry ツ #4909,bakit ka pa nag lalaro,negative,text
KPY Eru #001,ez,negative,text
KPY Eru #001,bobo,negative,text
KPY Eru #001,tanga,negative,text
KPY Eru #001,practice ka pa,negative,text
KPY Eru #001,nt,positive,text
p1ssbulbol #pogi (sorry po sa inappropriate name),noob,negative,text
p1ssbulbol #pogi (sorry po sa inappropriate name),bobo,negative,text
p1ssbulbol #pogi (sorry po sa inappropriate name),wag ka na maglaro,negative,text
p1ssbulbol #pogi (sorry po sa inappropriate name),putangina mo,negative,text
bumalik kana hmp#imy,mag quit kana lang,negative,text
bumalik kana hmp#imy,bobo,negative,text
bumalik kana hmp#imy,tanga,negative,text
bumalik kana hmp#imy,walang utak,negative,text
bumalik kana hmp#imy,bano,negative,text
bumalik kana hmp#imy,boosted,negative,text
CS Perseus#greek,racist,negative,text
Marii#8888,bobo,negative,text
Marii#8888,fcking idiot,negative,text
i miss her #BIA,?,negative,text
i miss her #BIA,ggez idiots,negative,text
i miss her #BIA,ggez,positive,text
i miss her #BIA,ggez mga b0b0,negative,text
Peaxch#1012,They Under Estimate girls,positive,text
Peaxch#1012,when it become in agents,negative,text
Peaxch#1012,plays etc,neutral,text
Kyouko #1234,Bisakol,negative,text
Kyouko #1234,Go back to the kitchen,negative,text
Kyouko #1234,kantutin ko mama mo,negative,text
Kyouko #1234,bobo ka,negative,text
Kyouko #1234,mga bisaya pang maid lang kayo,negative,text
DaBoMi#mob1,rotate,positive,text
DaBoMi#mob1,plant,positive,text
DaBoMi#mob1,wtf,negative,text
DaBoMi#mob1,tf,negative,text
DaBoMi#mob1,???.,negative,text
greenapple#0401,ez,positive,text
greenapple#0401,noob,negative,text
greenapple#0401,gg,neutral,text
Maggiekarp Fnboy#1fan,Smoke,neutral,text
Maggiekarp Fnboy#1fan,your mother didn't love you,negative,text
Maggiekarp Fnboy#1fan,idiot,negative,text
Lidia Sobieska #6995,Bobo,negative,text
kyo#yel,ez,positive,text
kyo#yel,boring,negative,text
kyo#yel,galingan niyo pa,negative,text
kyo#yel,(women comments usually abt cooking),negative,text
bubbles#0217,Stupid,negative,text
bubbles#0217,F*ck,negative,text
bubbles#0217,Dogsh*t,negative,text
bubbles#0217,Idiot,negative,text
bubbles#0217,N*gg,negative,text
Blaztermoon #Sun,"""shut up""",negative,text
Blaztermoon #Sun,"""fuck you""",negative,text
Blaztermoon #Sun,"""stupid",negative,text
Blaztermoon #Sun,"and ""bitch"".",negative,text
euni#cutie,“bitch” “k1ll your self” “pvssy” “cunt” “go back to the kitchen”,negative,text
Ancalagon #JIHYO,Quit ka na,negative,text
Ancalagon #JIHYO,ang bobo mo,negative,text
愛 Soleil#bub,Dumb fuck,negative,text
愛 Soleil#bub,The n word,negative,text
愛 Soleil#bub,Bot frag,negative,text
West Virginia #Htdog,Mostly Comms idk long,,text
West Virginia #Htdog,short,negative,text
His Kitten#AWW,Bobo,negative,text
His Kitten#AWW,tanga mo maglaro,negative,text
His Kitten#AWW,sana di kana naglaro,negative,text
SCE Sphynx#tin,bobo mo,negative,text
SCE Sphynx#tin,tangina ka,negative,text
SCE Sphynx#tin,dapat nag delete ka nalang ng valo,negative,text
SCE Sphynx#tin,ambobo mong hinayupak ka,negative,text
SCE Sphynx#tin,sana namatay ka nalang,negative,text
愛 Lune#bub,you're too dumb to play,negative,text
愛 Lune#bub,just go cook in the kitchen because you cant play valorant,negative,text
愛 Lune#bub,I dont care if you're a girl you're still dumb,negative,text
His Kitten#AWW,Bobo,negative,text
His Kitten#AWW,tanga mo maglaro,negative,text
His Kitten#AWW,backseating,negative,text
hidingbush #3923,Noob,negative,text
Notykatsudon#0000,Fucking noob,negative,text
Notykatsudon#0000,trash,negative,text
Notykatsudon#0000,idiot,negative,text
Notykatsudon#0000,retard,negative,text
Notykatsudon#0000,bobo,negative,text
ASTRID#MVP,tanga,negative,text
ASTRID#MVP,bobo,negative,text
ASTRID#MVP,putangina mo,negative,text
ASTRID#MVP,noob,negative,text
ASTRID#MVP,useless,negative,text
botfrag haha #1432,put***** ang bobo mo,negative,text
botfrag haha #1432,bakit ka pa kasi nag laro kung ambag mo dito kabobohan lang yung aim mo hindi talaga maganda,negative,text
botfrag haha #1432,ay yuck bakla ka?,negative,text
GT BLACKSHEEP #TOW,ggs mga bobo,negative,text
GT BLACKSHEEP #TOW,obob ka naman,negative,text
CST kenz#porks,"""why?"" (questioning own gameplays while spectating or backseating)",negative,text
chimken nagets #jeyzz,bobo,negative,text
chimken nagets #jeyzz,tanga,negative,text
chimken nagets #jeyzz,fuck you,negative,text
chimken nagets #jeyzz,mamatay ka na,negative,text
chimken nagets #jeyzz,bobo ng nanay mo,negative,text
chimken nagets #jeyzz,putangina mo,negative,text
chimken nagets #jeyzz,pakamatay ka na,negative,text
BrokenASF#imhsm,Bobo,negative,text
BrokenASF#imhsm,tanga,negative,text
BrokenASF#imhsm,tanginamo,negative,text
BrokenASF#imhsm,noob,negative,text
raemraemgoaway #1113,gay,negative,text
raemraemgoaway #1113,noob,negative,text
raemraemgoaway #1113,what the fuck,negative,text
Watanabe Taiki #aaron,Indogs,negative,text
Watanabe Taiki #aaron,noobs,negative,text
Watanabe Taiki #aaron,retards,negative,text
Naoki #0704,noob,negative,text
Naoki #0704,stupid,negative,text
Naoki #0704,baiter,negative,text
Naoki #0704,cheater,negative,text
Naoki #0704,toxic,negative,text
SYNRGY Anya #ARCNE,Racist words,negative,text
SYNRGY Anya #ARCNE,words that are used for harrassment (specially for female),negative,text
SYNRGY Anya #ARCNE,vulgar words like curses,negative,text
CN kaz#MKAZ,Bobo mo mag duelist,negative,text
CN kaz#MKAZ,tanga,negative,text
CN kaz#MKAZ,bobo,negative,text
CN kaz#MKAZ,putanginamo,negative,text
CN kaz#MKAZ,auto lock duelist pa,negative,text
CN kaz#MKAZ,walang kwenta,negative,text
CN kaz#MKAZ,bot frag ampota,negative,text
CN kaz#MKAZ,walang utak,negative,text
MiAmoré#zoro,nt,positive,text
MiAmoré#zoro,gg,positive,text
MiAmoré#zoro,wp,positive,text
MiAmoré#zoro,bovo,negative,text
MiAmoré#zoro,tanga,negative,text
0,Curse,negative,text
PRKN VINCE #Queen,nice one,negative,text
PRKN VINCE #Queen,my bad,negative,text
PRKN VINCE #Queen,request,negative,text
PRKN VINCE #Queen,check corners,negative,text
PRKN VINCE #Queen,heal,neutral,text
PRKN VINCE #Queen,entry,negative,text
ylysah#mer,bobo,negative,text
ylysah#mer,noob,negative,text
ylysah#mer,ez,positive,text
ylysah#mer,quit playing valo,negative,text
ylysah#mer,boosted,negative,text
ylysah#mer,tanga,negative,text
ylysah#mer,weak,negative,text
Aoki #xyr,Bobo,negative,text
Aoki #xyr,N-Word,negative,text
Aoki #xyr,Stupid,negative,text
ten#1975,pahiram skin,negative,text
ten#1975,bobo,negative,text
ten#1975,tanga,negative,text
ten#1975,throw ko to,negative,text
ten#1975,pabuhat,negative,text
DDU alvinj #ECE,dogshit,negative,text
DDU alvinj #ECE,bobo,negative,text
DDU alvinj #ECE,???,negative,text
DDU alvinj #ECE,tangina mo,negative,text
DDU alvinj #ECE,pakyu,negative,text
pol#9715,ggez,positive,text
pol#9715,(agent name) diff,negative,text
pol#9715,stfu you're bad,negative,text
pol#9715,so noob,negative,text
SUPA H0T FIRE #6969,Tanga,negative,text
SUPA H0T FIRE #6969,no game sense,negative,text
SUPA H0T FIRE #6969,I hope your parents will die soon,negative,text
SUPA H0T FIRE #6969,stupid.,negative,text
hanibiiiii#9999,stupid,negative,text
hanibiiiii#9999,botfrag,negative,text
hanibiiiii#9999,idiot bobo mo naman,negative,text
hanibiiiii#9999,quit valo,negative,text
mustard #tin,bobo mo,negative,text
mustard #tin,tangina nyo,negative,text
mustard #tin,apakabobo,negative,text
mustard #tin,braindead,negative,text
mustard #tin,fcking noob,negative,text
mustard #tin,stupid kid,negative,text
HaekHaek #haha,noob,negative,text
HaekHaek #haha,stupid,negative,text
HaekHaek #haha,hope you die,negative,text
HaekHaek #haha,quit playing,negative,text
HaekHaek #haha,nc,negative,text
HaekHaek #haha,nice try,positive,text
NX Rikapyon#king,Sit,negative,text
NX Rikapyon#king,bobo,negative,text
NX Rikapyon#king,?,negative,text
NX Rikapyon#king,FF na kayo,negative,text
haruna#love,bad words,negative,text
Xanthia#lei,Noob,negative,text
Xanthia#lei,stupid,negative,text
reginaa #6890,Probably swear words (I don't wanna put it here),negative,text
Amethyst#8899,bobo,negative,text
Amethyst#8899,tanga,negative,text
Amethyst#8899,di marunong,negative,text
mart1ne#0801,ang bobo mo naman,negative,text
mart1ne#0801,wag kana mag laro,negative,text
mart1ne#0801,stupid,negative,text
mart1ne#0801,bano,negative,text
mart1ne#0801,obob,negative,text
mart1ne#0801,tang ina mo,negative,text
mart1ne#0801,tanga,negative,text
mart1ne#0801,hays,negative,text
naoki#ela,ptngina mo,negative,text
naoki#ela,Gago ka,negative,text
naoki#ela,madami pa,negative,text
naoki#ela,,negative,text
Eru #Elle,bobo,negative,text
Eru #Elle,tanga,negative,text
Nono#doggy,"*You're so noob stop playing valorant* *I hope your mom dies* *Putangina mo bobo mo*
*Ang tanga pota quit kana valo* (I also remember one time may pinoy na sobrang toxic and inaaway nya kaparty ko and sinagot siya pabalik The trashtalker replied he will hire a man to kill him once na malaman ang personal info nya and mura lang daw mag hire tapos inaask nya kaming mga random kung kilala namin yung kaparty ko and we just shut up nalang because syempre buhay na yung gusto nya kunin and that's so stupid like sana mangyari sakanya yun and it's just a game.)",negative,text
Kagome#BigPP,Bobo,negative,text
Kagome#BigPP,idiot,negative,text
Kagome#BigPP,not sure if i spell it correctly motherchut (sounds like),negative,text
mellow#melo,'Fucking noob' 'retard' 'n*gger' 'please uninstall the game',negative,text
0,no mother,negative,text
0,bot fragger,negative,text
0,b9b9 (bobo),negative,text
0,motherless,negative,text
Lux#SHN,noob,negative,text
BBG chicken#jen,Noon,negative,text
BBG chicken#jen,Gay,negative,text
BBG chicken#jen,Faggot,negative,text
BBG chicken#jen,Bitch,negative,text
BBG chicken#jen,Bobo,negative,text
sanjii#ggs,hindi ka na nya mahal </3,negative,text
Seiji#B0nk,ggez mga bobo,negative,text
Seiji#B0nk,jett diff bobo nyo hahaha,negative,text
Seiji#B0nk,tanginamo wag kana maglaro matulog ka na,negative,text
Nikephoros#0000,Noob,negative,text
Nikephoros#0000,wishing death to my parents/family,negative,text
Nikephoros#0000,calling me idiot,negative,text
Nikephoros#0000,wishing that I should’ve been aborted by my parents.,negative,text
Amira #CCCCC,bobo,negative,text
Amira #CCCCC,yawa,negative,text
Amira #CCCCC,ina mo,negative,text
Mufasa #0009,wtf,negative,text
Thing#achie,Ez,negative,text
Thing#achie,GG,negative,text
Thing#achie,noob,negative,text
Thing#achie,trash,negative,text
xieka #000,noob,negative,text
xieka #000,bobo,negative,text
xieka #000,tanga,negative,text
xieka #000,diff(insert agent name),negative,text
CK03,TF,negative,text
CK03,bottbrag,negative,text
CK03,loser,negative,text
CK03,trash,negative,text
CK03,fvck u,negative,text
CK03,bobo,negative,text
Sterben#41400,Bobo,negative,text
Sterben#41400,tanga,negative,text
Sterben#41400,noob,negative,text
Sterben#41400,stupid,negative,text
Sterben#41400,ad hominem statements,,text
Sterben#41400,misogynistic statements,,text
Sterben#41400,and racism statements,,text
Luna#Anne,Bobo,negative,text
Luna#Anne,stupid,negative,text
Luna#Anne,boosted,negative,text
bbf mo to #coco,All forms of bad/cursed words.,negative,text
0,Pokpok,negative,text
0,Pulube,negative,text
0,Tanga,negative,text
0,Bobo,negative,text
0,Tang ina mo,negative,text
0,Walang pinag-aralan,negative,text
0,Palamunin,negative,text
Deep Voice Egirl#aira,N-Words,negative,text
you cant fix me#vrsce,bobo,negative,text
you cant fix me#vrsce,tanga,negative,text
you cant fix me#vrsce,noob,negative,text
you cant fix me#vrsce,the n word,negative,text
LapLap Pooh#PLPNS,glhf,negative,text
LapLap Pooh#PLPNS,nt,positive,text
LapLap Pooh#PLPNS,noob,negative,text
LapLap Pooh#PLPNS,report,neutral,text
LapLap Pooh#PLPNS,jett diff,negative,text
LapLap Pooh#PLPNS,& bobo mo.,negative,text
Rev1lo#haze,noob,negative,text
Shaquille Reneel #ong,ez,positive,text
Shaquille Reneel #ong,bobo,negative,text
Shaquille Reneel #ong,ggez,positive,text
Shaquille Reneel #ong,noob,negative,text
Shaquille Reneel #ong,tangina mo,negative,text
Adobs#SiR,nt,positive,text
Adobs#SiR,mb,positive,text
Adobs#SiR,gg,positive,text
TRB Chimkemn #star,bobo,negative,text
TRB Chimkemn #star,tanga,negative,text
TRB Chimkemn #star,inutil,negative,text
TRB Chimkemn #star,hayop,negative,text
TRB Chimkemn #star,di ka mahal ng mama mo,negative,text
TRB Chimkemn #star,di ka mahal ng mahal mo,negative,text
TRB Chimkemn #star,mamatay ka na,negative,text
TRB Chimkemn #star,sana mag ka cancer ka,negative,text
TRB Chimkemn #star,cancer ka,negative,text
Mar #1428,Tanga,negative,text
Mar #1428,bobo,negative,text
Mar #1428,ampota,negative,text
Danizue#GF2,Stupid,negative,text
Danizue#GF2,Bv,negative,text
Walrider#1139,nt,positive,text
Walrider#1139,noob,negative,text
Walrider#1139,ggs,negative,text
Danizue#GF2,Stupid,negative,text
Danizue#GF2,Bv,negative,text
Birkin#POM,Bobo,negative,text
0,gg easy,positive,text
NinJayx#5601,ggez,negative,text
NinJayx#5601,bobo,negative,text
NinJayx#5601,tanga,negative,text
NinJayx#5601,git gud,positive,text
NinJayx#5601,?,negative,text
hecs#2OO1,"""Bobo""",negative,text
hecs#2OO1,"""Just Play Minecraft""",negative,text
hecs#2001,Bobo,negative,text
hecs#2001,just play Minecraft,negative,text
NinJayx#5601,gg,positive,text
NinJayx#5601,ez,positive,text
NinJayx#5601,?,negative,text
indophenol#blue,obob,negative,text
indophenol#blue,babae siya,negative,text
indophenol#blue,wtf is that???,negative,text
indophenol#blue,tanga,negative,text
K45oyik #1206,Go back at your elo,negative,text
K45oyik #1206,s2pid brat,negative,text
VACation #8952,bobo killjoy,negative,text
VACation #8952,viper tanga,negative,text
Daemon#jmavy,ggez,positive,text
I dont play anymore haha,?,negative,text
I dont play anymore haha,Bobo,negative,text
I dont play anymore haha,putangina mo,negative,text
I dont play anymore haha,di marunong,negative,text
I dont play anymore haha,gago,negative,text
I dont play anymore haha,ulol,negative,text
0,Bobo mo,negative,text
0,Dapat hindi ka nalang nag valorant,negative,text
0,Tanga mo,negative,text
pheyb #ajn,ez,positive,text
pheyb #ajn,diff,negative,text
pheyb #ajn,boring,negative,text
hecs#2OO1,Bobo,negative,text
hecs#2OO1,Tangang Duelist,negative,text
hecs#2OO1,GGEZ,positive,text
nakamoto yuta#127,?,negative,text
nakamoto yuta#127,ez,positive,text
nakamoto yuta#127,HAHHAHHAHAHHAHAHAHHAHAHHAHAHAHHAHAHAHHAHAHAHHAHAHHAHAHAHHAHAHHAHAHH,positive,text
nakamoto yuta#127,nt,positive,text
valkri#4126,ggez,negative,text
valkri#4126,[agent name] diff,negative,text
valkri#4126,bot frag,negative,text
Vellium #3189,bobo,negative,text
Vellium #3189,tanga,negative,text
Vellium #3189,ay babae bobo yan,negative,text
Alexis#Sol,bobo,negative,text
Alexis#Sol,amputa,negative,text
Alexis#Sol,f u,negative,text
Alexis#Sol,noob,negative,text
Hamburger#pls,Ez,positive,text
Hamburger#pls,bobo,negative,text
Hamburger#pls,tanga,negative,text
Hamburger#pls,____ diff,negative,text
Hamburger#pls,tangina,negative,text
Hamburger#pls,ulol,negative,text
0,bobo,negative,text
0,gg ez,negative,text
0,gg ez,negative,text
0,tanga,negative,text
0,gago,negative,text
0,bobo,negative,text
0,ayusin mo naman,negative,text
Sourcrem #potat,Pussy,negative,text
Sourcrem #potat,dogshit,negative,text
Sourcrem #potat,noob,negative,text
オーケー # euri,Bad words,negative,text
オーケー # euri,noob,negative,text
オーケー # euri,idiot,negative,text
オーケー # euri,stfu,negative,text
オーケー # euri,fvck yvk,negative,text
Aei#3633,tanga,negative,text
Aei#3633,bobo,negative,text
0,'pag naclutch mo isusubo ko tite mo,negative,text
0,bobo,negative,text
0,sinong babae rito?,negative,text
0,*name ng agent* babae ka ba?,negative,text
0,magpokpok ka na lang kesa magvalo,negative,text
0,walang kwenta,negative,text
Serakku#002,Usually vulgar words like swear words(literally every single curse word that's available),negative,text
Yummy hotdog #tomeh,Bobo,negative,text
Yummy hotdog #tomeh,tanginamo,negative,text
Yummy hotdog #tomeh,wag ka na maglaro,negative,text
Yummy hotdog #tomeh,tanga,negative,text
Kimchi#9161,Bobo,negative,text
Kimchi#9161,babae ka siguro,negative,text
Kimchi#9161,tanga,negative,text
Kimchi#9161,quit Valo ka na,negative,text
monami#00626,babae ka lang,negative,text
monami#00626,bobo,negative,text
monami#00626,tanga,negative,text
AE Den#Pride,Noob,negative,text
ambag ko topfrag #mwaps,bobo,negative,text
ambag ko topfrag #mwaps,boosted,negative,text
ambag ko topfrag #mwaps,magkano account,negative,text
Nanashi#1003,Noobs,negative,text
Nanashi#1003,bobo,negative,text
crmldr#ciel,idiot,negative,text
crmldr#ciel,stupid,negative,text
crmldr#ciel,noob,negative,text
crmldr#ciel,bobo,negative,text
crmldr#ciel,a lot more that i dont remember,negative,text
Nishimiya#lia,“what are you doing bro”,neutral,text
Nishimiya#lia,“idiot”,negative,text
Nishimiya#lia,"“don't play valorant if you're stupid""",negative,text
Nishimiya#lia,“fcking dumb”,negative,text
clementine #KAIS,idiot,negative,text
clementine #KAIS,stupid,negative,text
clementine #KAIS,dumb,negative,text
SENPAI#81028,YES,positive,text
paupau#5534,gg (used in a sarcastic matter),negative,text
paupau#5534,bobo,negative,text
paupau#5534,tanga,negative,text
KingQueen#jeff,bobo,negative,text
KingQueen#jeff,ez,positive,text
Isumi Tachiii #mpty,Tanga,negative,text
Isumi Tachiii #mpty,bobo,negative,text
Isumi Tachiii #mpty,nt,positive,text
Isumi Tachiii #mpty,mb,positive,text
Isumi Tachiii #mpty,nc1,positive,text
UFC Hot Sauce #UFCHS,Ez,positive,text
UFC Hot Sauce #UFCHS,noob,negative,text
Mushu#1120,Noob,negative,text
Mushu#1120,idiot,negative,text
Mushu#1120,What’s your real rank?,neutral,text
Mushu#1120,stupid team,negative,text
bbkakai #catto,Bobo,negative,text
bbkakai #catto,tanga,negative,text
bbkakai #catto,stupid,negative,text
bbkakai #catto,walang kwenta,negative,text
0,mb,positive,text
0,nt,positive,text
0,entry,negative,text
0,smoke,neutral,text
noda#0000,noobs,negative,text
Icewallowcome#bet,Bobo,negative,text
Icewallowcome#bet,mamatay ka na,negative,text
Icewallowcome#bet,tangina mo,negative,text
Leni Rebrimstone#yssa,GG EZ,negative,text
Leni Rebrimstone#yssa,Noob Af,negative,text
Leni Rebrimstone#yssa,B0b0 Niy0,negative,text
Leni Rebrimstone#yssa,P*tngna M*,negative,text
Leni Rebrimstone#yssa,Quit Valo,negative,text
Leni Rebrimstone#yssa,Autopick Ampota,negative,text
Leni Rebrimstone#yssa,Hardstuck,negative,text
LFT Crunchiee #1228,idiot,negative,text
LFT Crunchiee #1228,noob,negative,text
1T Draaaude #k1ng,agent diff,negative,text
1T Draaaude #k1ng,Boosted,negative,text
1T Draaaude #k1ng,hacker,negative,text
1T Draaaude #k1ng,carried,negative,text
LikMaB#alls,Noob,negative,text
LikMaB#alls,Bobo,negative,text
LikMaB#alls,Tanga,negative,text
LikMaB#alls,Ulol,negative,text
LikMaB#alls,Weakshit,negative,text
LikMaB#alls,Inutil,negative,text
LikMaB#alls,Quit Valo,negative,text
LikMaB#alls,Dumb,negative,text
LikMaB#alls,Gay,negative,text
K4t4kuri #5030,gg ez,positive,text
K4t4kuri #5030,stuppid,negative,text
K4t4kuri #5030,weak,negative,text
K4t4kuri #5030,bobo,negative,text
egg #bonn,bobo,negative,text
egg #bonn,babae kasi,negative,text
Garou #5440,nt,positive,text
ETOC Kiyo#2213,"Agent ""dmg""",neutral,text
ETOC Kiyo#2213,A,neutral,text
ETOC Kiyo#2213,B,neutral,text
oyasumi#5643,Other players call others noobs or explicit words,,text
oyasumi#5643,"they even cuss like ""fuck you"" and all",negative,text
SEN Ghost#2693,'Noobs' 'Stop playing' 'f**k you guys are s*ck' and many of them saying ez and bullying new player and thats make valorant community became more toxic than before.,negative,text
Miwa#0710,tanga,negative,text
Miwa#0710,bobo,negative,text
Miwa#0710,tangina mo,negative,text
Miwa#0710,burat,negative,text
Miwa#0710,walang utak,negative,text
Miwa#0710,tatanga niyo,negative,text
Miwa#0710,bobo siguro nanay mo,negative,text
Miwa#0710,wala kang mama,negative,text
Miwa#0710,babae yan tanga yan (the discrimination tho),negative,text
Miwa#0710,pakyu,negative,text
Miwa#0710,fuck you,negative,text
Miwa#0710,bano ka,negative,text
CE somi#zenin,noob,negative,text
CE somi#zenin,bobo,negative,text
CE somi#zenin,stupid,negative,text
CE somi#zenin,idiot,negative,text
CE somi#zenin,dick,negative,text
CE somi#zenin,cock sucker,negative,text
CE somi#zenin,pussy,negative,text
CE somi#zenin,mf,negative,text
YXA Wala#YSA,ok,positive,text
GrimReaper#Prime,"""f*ck you"" ""go k*ll yourself""",negative,text
MasterBencion#111,Tanga,negative,text
MasterBencion#111,bobo,negative,text
MasterBencion#111,tangina,negative,text
MasterBencion#111,yawa,negative,text
MasterBencion#111,walangkwenta,negative,text
Ennaira#saint,bobo,negative,text
Ennaira#saint,tanga,negative,text
ZALE#love,Bobo,negative,text
ZALE#love,tanga,negative,text
Ryuichii #2176,"mostly ""goodluck"" and ""ggs"" but its just sarcasm.",negative,text
krazyybeeeee#barbs,T*ng*na mo,negative,text
krazyybeeeee#barbs,p*tang*na mo,negative,text
krazyybeeeee#barbs,bobo ka maglaro,negative,text
krazyybeeeee#barbs,at matulog ka na lang.,negative,text
Ryuichii #2176,DUMB,negative,text
Sora#ODRI,weak,negative,text
Sora#ODRI,ez,positive,text
Sora#ODRI,bobo,negative,text
Sora#ODRI,tanga,negative,text
Sora#ODRI,bb,negative,text
Sora#ODRI,and are you a girl?,negative,text
Ducky One#dace,noob,negative,text
Ducky One#dace,quit kana,negative,text
Jsauce#1212,bobo,negative,text
Jsauce#1212,noob,negative,text
Jsauce#1212,stupid aim,negative,text
Jsauce#1212,matulog ka na lang,negative,text
GUYS Kensh1n #xenim,noob,negative,text
GUYS Kensh1n #xenim,idiot,negative,text
GUYS Kensh1n #xenim,useless,negative,text
NissanSilvia S15 #Panda,Tanga,negative,text
NissanSilvia S15 #Panda,bobo,negative,text
Hyacinth#6661,'stupid (agent name)' 'girls don't fit to play valorant' 'fvck u (ign/agent name)',negative,text
Ninsbaby#Ganda,bobo,negative,text
Ninsbaby#Ganda,1v1 and etc.,negative,text
Double Dee # GGFL,GG EZ pati ung ng babastos di ko pa naman na experience pero duon sa valorant ph dami naganun,negative,text
mommy #nicv,mga bobo,negative,text
mommy #nicv,tanga,negative,text
P∆P SammyP #CMMA,Communication in general,neutral,text
P∆P SammyP #CMMA,if something goes wrong,negative,text
P∆P SammyP #CMMA,there comes the blame and toxic words like bobo,negative,text
P∆P SammyP #CMMA,putangina mo,negative,text
P∆P SammyP #CMMA,bakla.,negative,text
iskay #0525,stupid,negative,text
iskay #0525,surrender nalang,negative,text
iskay #0525,wag maglaro ng Valo next time,negative,text
